Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
705070,Mahinepua Peninsula Track,"The track travels the length of the peninsula, mainly along the ridgetop, giving access to the many sheltered bays and providing outstanding coastal views.",Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8c8efb63007842e59cb4bcb6da3f645d.aspx,https://www.doc.govt.nz/link/6581cc8f98c140c8b2ce8534ff41cf8a.aspx,12/2/2025 8:31:16 AM,1677951.47770001,6127473.31990026
705071,Māhinapua short walks,"These short walks pass through dense bush to reach Lake Māhinapua - with a picnic area/campsite at one end, these walks are great for kids.",Easiest,10 min - 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6860e5d654f143ad8283c2e54bb48cf5.jpg,https://www.doc.govt.nz/link/00703ec1c7d54600b0f817c85cf3cbd6.aspx,12/2/2025 8:31:16 AM,1428267.91829903,5260268.59170161
705072,Mahia Peninsula Scenic Reserve Track,Walk through one of the best examples of semi coastal forest on the east coast of the North Island on this loop track - it's suitable for older children.,Advanced,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7db6e2031b8948d8ac302e4e03b521f0.jpg,https://www.doc.govt.nz/link/fef668ca55664c9ea25a77a54dda4ae6.aspx,12/2/2025 8:31:16 AM,2021871.56831294,5657944.35642618
705073,Macaulay Hut Track,"Macaulay valley can be accessed on foot, or by mountain bike, horse or 4WD.",Advanced,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0995a48b403b41d08a6e97a739d0141f.aspx,https://www.doc.govt.nz/link/ec4ad17cf9164b89b19a68672e4d04f1.aspx,12/2/2025 8:31:15 AM,1408468.72389826,5163506.97130264
705074,Lower Wye Creek Track,This steep track follows the pipeline from the dam and leads you to the foot of a rock bluff. A further walk through beech forest takes you to the stream in the Lower Wye Creek basin.,Advanced,4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/09b0e112bc744a5e9ad1cc38ef91bbec.aspx,https://www.doc.govt.nz/link/2b6af23155df4a798b8b4f51f28ae818.aspx,12/2/2025 8:31:15 AM,1267630.53437435,4993103.40946536
705075,Lotkow Road to Little's Clearing,Lotkow Road branches off Whittle Road at the entry point to the Kaweka Forest Park.,Advanced,3 - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b6271fdb6874e83a47981176384a4a8.jpg,https://www.doc.govt.nz/link/f208c0402ac04f7bb67cf7230fe4a7d7.aspx,12/2/2025 8:31:15 AM,1896634.11911727,5645346.03183236
705076,Long Beach (South) Walking Track,A gentle walk at the southern end of Long Beach through bush.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f472a24d43f24265a5b9b041d4425b94.aspx,https://www.doc.govt.nz/link/967ba712f927484480277cd281d8d418.aspx,12/2/2025 8:31:15 AM,1417209.59189863,4930341.02410253
705077,Londonderry Rock Walk,View the very large Londonderry Rock - which during the Kumara Goldrushes was too large for miners to move or break.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/09d0a7345e0740a5aa33bed73396ae12.jpg,https://www.doc.govt.nz/link/869025effa914a5695a43f913d88d86e.aspx,12/2/2025 8:31:15 AM,1451829.80879956,5276738.7023012
705078,Liverpool Track,"Liverpool Track is in the Matukituki Valley, an hour’s drive west from Wanaka. The track starts at Aspiring Hut which you get to on the West Matukituki Track.
",Advanced,6 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b2cdd58a5af44f9abc17f8718cc205c.jpg,https://www.doc.govt.nz/link/7c42904087f542e39c5341505f6300c9.aspx,12/2/2025 8:31:15 AM,1255196.206968,5068767.5708015
705079,Little Mt Peel/Huatekerekere tracks,"Climb one of the most popular peaks in Canterbury for magnificent views to Mt Somers, Mt Hutt and across the plains to the coast.",Advanced,4–7 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49e733f7e3e44fe58d7390891d50832c.jpg,https://www.doc.govt.nz/link/d358461b2bbf473bb13e87cd6b2271a4.aspx,12/2/2025 8:31:15 AM,1457657.63169963,5138130.65610121
705080,Little Manganuku Track ,This track starts from a historic 'Howe truss' bridge and has excellent waterfall and forest views.,Advanced,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21befcf77c054acd8f266c00e0f851b4.jpg,https://www.doc.govt.nz/link/8793086f292d40eeb1afe7e8fbd90fcf.aspx,12/2/2025 8:31:14 AM,1983941.6100697,5754247.86612595
705081,Lindis Valley tracks,"A range of tracks for walkers and mountain bikers alike, in an attractive, upland valley. Easily accessed off SH8 between Tarras and Omarama.",Advanced,1.5 - 7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1ef7af35863a48718f9f7397d50b19e0.jpg,https://www.doc.govt.nz/link/5e76af4b21fc44f3b6af800e7336466c.aspx,12/2/2025 8:31:14 AM,1333214.97109041,5041937.20572748
705082,Lindemann Loop Track,There is a popular lookout through this track with scenic views over the northern Bay of Plenty.,Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88ae41ca46a840fd9e04df0f3da03fa0.jpg,https://www.doc.govt.nz/link/2344c060a583402687a3ef908099bb4e.aspx,12/2/2025 8:31:14 AM,1852543.40200681,5841066.04040786
705083,Leyland O'Brien Tramline Track,Explore the old Leyland O’Brien tramline besides the headwaters of the Ngamuwahine River.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/324c0db18ac94c7e8f14503b15188ec2.jpg,https://www.doc.govt.nz/link/ba96302c78344dccade622ee61e7c78b.aspx,12/2/2025 8:31:14 AM,1860817.2465082,5813760.79261026
705084,Lewis Tops Track,Climb to the open tops with superb views and picturesque tarns.,Advanced,1 hr 30 mins one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d18b46b64ac448dcb9f77e6f703ee7d5.aspx,https://www.doc.govt.nz/link/c370e5cfabf945b5a920f48bf4ba9a10.aspx,12/2/2025 8:31:14 AM,1549813.4718,5307958.88160101
705085,Waiau Pass Route (Blue Lake Route to Lewis Pass),"Waiau Pass Route is a very technical alpine crossing, suitable for highly experienced parties only. It links Lewis Pass and Nelson Lakes National Park. This track is part of Te Araroa Trail.",Expert,8-10 days for full trip,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a1438b950e5d4390bdce985ee1bf0e95.aspx,https://www.doc.govt.nz/link/defa3b7f34d24c558ee9a4e89746d7dc.aspx,12/2/2025 8:31:14 AM,1568750.3037,5320970.401001
705086,Leslie-Karamea Track,"The Leslie–Karamea Track is one of the region’s premier semi-wilderness experiences, situated in the middle of Kahurangi National Park. ",Advanced,6 to 9 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d7b6bcf739454da9b9600a3f0f0adcc5.jpg,https://www.doc.govt.nz/link/158cafde8bda449aaee90646cf6d605b.aspx,12/2/2025 8:31:13 AM,1565386.6954,5437053.98320094
705087,Leith Saddle Track,This tramping track travels through the cloud forest above the Leith Saddle on Dunedin's Northern Motorway.,"Easy, Advanced",3.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/191366ca9dd34409b51ae37ef988d85d.jpg,https://www.doc.govt.nz/link/345939028902482ea630076b5a2fe3af.aspx,12/2/2025 8:31:13 AM,1405887.20519813,4924993.70060345
705088,Leatham Molesworth Route,"This mainly unmarked loop route travels the Leatham Conservation Area and into the magnificent Molesworth Recreation Reserve, traversing mountain tops and tussocky valleys.",Expert,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f5cbfc7045db4894b48a420f44562e64.jpg,https://www.doc.govt.nz/link/e3b0dcc642ab4a99a30e545756f7e48e.aspx,12/2/2025 8:31:13 AM,1611095.847,5357461.84850098
705089,Lawrence Road tramping tracks,From Lawrence Road take a 2-3 hour walk through Blowhard Bush or to Lotkow Road. From their follow the Lotkow Track for another 2-3 hours to Lookout and Donald River.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/4e895285ef0e4e3bbeb73de82e4c7626.aspx,12/2/2025 8:31:13 AM,1896930.54541738,5638104.42593285
705090,Langsview Track,"For amazing views of the countryside and coastline, follow this track along the ridgeline of the Brynderwyn range. This track is part of Te Araroa Trail.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21c088c717b44998bb3b585cf16745c6.jpg,https://www.doc.govt.nz/link/23fcb04af0dc4555b4f28446ea375368.aspx,12/2/2025 8:31:13 AM,1739258.31140026,6007393.30160046
705091,Lake Wombat Walk,"This short, easy walk leads through a lush rimu forest to the idyllic Lake Wombat - it's a good option for children.",Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/67c46e6695c84af895de01b20ff432d7.aspx,https://www.doc.govt.nz/link/e186c8e16916474994815260a83fd3f9.aspx,12/2/2025 8:31:13 AM,1371278.13109558,5190046.59810744
705092,Lake Waikaremoana: Panekire Bluffs,Climb up to Panekire Bluffs for magnificant views of Lake Waikaremoana and the surrounding mountains.,Intermediate,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c181c65297da49f49681bb9e438e8021.jpg,https://www.doc.govt.nz/link/78b838cd4d0a4e67b1679b363c5ea420.aspx,12/2/2025 8:31:12 AM,1954245.67264518,5698218.39722529
705093,Lake Waikareiti Walk,The Lake Waikareiti Walk will take you two hours to complete a return trip. Along the way you may hear the screech of the kākā  and the chatty ki-ki-ki of the yellow-crowned parakeet (kākāriki).,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e079fd30162a417082cd3feee1327d60.aspx,https://www.doc.govt.nz/link/486ae64b081f44848e1f8712f1378763.aspx,12/2/2025 8:31:12 AM,1961978.24265077,5704536.35984793
705094,Tekapo Mt John Walkway,"Mt John is fantastic viewing platform with a 360-degree panorama of the surrounding mountains, lakes and Mackenzie Basin flats.",Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/47ef6e7f500b457b86c7141bae9a156a.jpg,https://www.doc.govt.nz/link/1c76d71bca3f4fabb4513a87f9214e79.aspx,12/2/2025 8:31:12 AM,1396574.48589761,5126350.95590375
705095,Lake Sylvan Track,This well-defined track leads through old moraine river terraces and tall red beech/tawhai raunui to pretty Lake Sylvan in Mount Aspiring National Park. ,Easy,1 hr 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c9f9e37f78cc4b58abcf4e6a8125631b.aspx,https://www.doc.govt.nz/link/de0b62d689c642dd9fce3e9f107337a2.aspx,12/2/2025 8:31:12 AM,1229401.26265994,5038115.63127289
705096,Lake Roxburgh Walkway,This historic trail follows an old bridle path that transported coal to the gold mining dredges 1890s-1930s.,"Easy, Advanced",3 hr | 7–10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dcf9e8ec31a640c8892ef2eaa5a96341.aspx,https://www.doc.govt.nz/link/6b493d71745c4ca88ed5912cc3388292.aspx,12/2/2025 8:31:12 AM,1315140.06558712,4977850.84854961
705097,Lake Rotoiti Circuit,"Walk around Lake Rotoiti, surrounded by high mountain peaks. It's a great option for families with children and there is the option to catch a water taxi one way or to stay overnight in a hut. This track is part of Te Araroa Trail.",Advanced,7-10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/21afc1013db84817a3ad48b7a048fcec.aspx,https://www.doc.govt.nz/link/27816c1faab14bbf8b495a0b3e2b491d.aspx,12/2/2025 8:31:12 AM,1586308.6962,5368747.66320098
705098,Lake Ohia Gumholes Reserve Walk,This short easy walk takes you through manuka scrub passing a series of excavated gumholes. A historical outing suitable for families.,Easy,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/707209c9f44946a09e97d3999891fecf.aspx,https://www.doc.govt.nz/link/c2743b7855e740f1acfc211cf6f7a726.aspx,12/2/2025 8:31:12 AM,1634710.5042,6130518.63650026
705099,Lake Ngatu Track,"Enjoy an easy walk with the family around Lake Ngatu - a freshwater dune lake and recreation reserve. The lake is popular with water sport enthusiasts, day visitors, and locals.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b832b545f5ae4f6dae44b2e818ffd3c6.jpg,https://www.doc.govt.nz/link/8358211cee7e47ed9ccc7b8076e0257f.aspx,12/2/2025 8:31:11 AM,1617898.6066,6123311.35030027
705100,Lake Monowai Peninsula Lookout Track,"This pleasant, short walking track leads through beech forest to a lookout at Lake Monowai, Fiordland.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c136a03b71a442188fe0d3a934ad5455.jpg,https://www.doc.govt.nz/link/7130e022fc4d43c5aa67b5f65ce174e5.aspx,12/2/2025 8:31:11 AM,1174089.72398564,4911810.32993989
705101,Lake Matheson / Te Ara Kairaumati Walk,A gentle walk leads to views of the mountains reflected on the still waters of Lake Matheson. It's one of our best short walks.,"Easiest, Easy",1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bc72afebd39d4c24b1dce2e7574e13ac.aspx,https://www.doc.govt.nz/link/fd215e48ea01469f9667bd927fdb3ce4.aspx,12/2/2025 8:31:11 AM,1354374.57559358,5185826.03721244
705102,Lake Marian Track,Enjoy this tramping track from Hollyford Road (off Milford Road) to beautiful Lake Marian - an alpine lake in a beautiful hanging valley.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fb634d5ce1264cf1a1fb75ec6a486954.aspx,https://www.doc.govt.nz/link/20fb17919ed044e29f6314088ceabaca.aspx,12/2/2025 8:31:11 AM,1212015.96625578,5027377.27134574
705103,Lake Marian Falls Track,"Discover the spectacular Marian Falls on this easy, short walking track from Hollyford Road, off Milford Road.",Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/19bd2f191db64c97969b0ffd0347dfa3.aspx,https://www.doc.govt.nz/link/517e49c7bb4c4fa2943c685bf47c3283.aspx,12/2/2025 8:31:11 AM,1212689.08285598,5026871.97973854
705104,Lake Kaurapataka Route,"This track starts and finishes at Aickens car park beside SH73, 5 km west of Ōtira township.",Expert,6-7 hr over 1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7e8cec2e5c814b6285cd0bd1daddcd94.aspx,https://www.doc.govt.nz/link/edfaa8b6e4c344daa405dd322fdf2c39.aspx,12/2/2025 8:31:11 AM,1492491.58319992,5262277.61480104
705105,Lake Kaniere Walkway,"Walk or mountain bike along the western shores of Lake Kaniere through lush lakeside forest, passing many picturesque bays and numerous forest streams. ",Easy,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/92ca34c6006345539a7a963c9a7bf114.jpg,https://www.doc.govt.nz/link/8ac53eb7a5494aeda12ee800604fbf99.aspx,12/2/2025 8:31:10 AM,1447544.33989948,5254731.78070126
705106,Lake Kaniere short walks,"These short forest walks lead to picnic areas, waterfalls and sandy beaches ideal for swimming - plenty to keep kids interested.",Easiest,2 min - 15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/558513af4db04c4998f47ba3d20075f8.aspx,https://www.doc.govt.nz/link/f3a5f117d5424fec82ddde75b46aee1e.aspx,12/2/2025 8:31:10 AM,1448484.0754995,5259509.05600124
705107,Lake Kaitawa Fairy Springs Track,"This one hour walk will lead you around Lake Kaitawa, a small lake to the south of Lake Waikaremoana. Along the way take the track to Green Lake and Fairy Springs. ",Advanced,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ba1df5ed3397478e8a18df46dd72b2a8.jpg,https://www.doc.govt.nz/link/ffd00198d33a4722a0721d916e5b01d2.aspx,12/2/2025 8:31:10 AM,1959233.28134873,5697144.2998402
705108,Lake Heron tracks,"Explore the area around Lake Heron on these tracks - discover kettle holes, and views of the lake and surrounding mountains.",Easy,10 min | 45 min | 1 hr | 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/278df70763614e96a907cb27b03d6e3a.jpg,https://www.doc.govt.nz/link/96390b2588cd4e818d90c3310fae0913.aspx,12/2/2025 8:31:10 AM,1454681.61589959,5184027.61400122
705109,Lake Hayes Walkway,"Stroll, walk, run or cycle around a lake surrounded by spectacular mountains. This track is part of Te Araroa Trail.",Easy,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/405c5e1730ce4f3db782d97c581efc29.aspx,https://www.doc.govt.nz/link/1852728e873e40cbb6c96946e33d6d6a.aspx,12/2/2025 8:31:10 AM,1268902.10737431,5010567.61545685
